UBICACIÓN / LOCATION,IMAGEN PLANO,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,COTIZAR,OPCION 1,ENGANCHE,MONTO,SALDO,PRECIO ,DESCUENTO TOTAL,OPCION 2,ENGANCHE1,MONTO1,SALDO1,PRECIO1,DESCUENTO TOTAL1,OPCION 3,ENGANCHE2,MONTO2,SALDO2,PRECIO2,DESCUENTO TOTAL2,OPCION 4,ENGANCHE3,MONTO3,6 MESES 10%,12 MESES 10%,SALDO3,PRECIO3,DESCUENTO TOTAL3,OPCION 5,ENGANCHE4,MONTO4,6 MESES 10%1,12 MESES 10%1,SALDO4,PRECIO4,DESCUENTO TOTAL4,OPCION 6,ENGANCHE5,MONTO5,SALDO5,PRECIO5,DESCUENTO TOTAL5,PRECIO6,OPCION 7,ENGANCHE6,MONTO6,A FINANCIAR,MONTO TOTAL A PAGAR,TASA,PLAZO,PAGO MENSUAL,ENGANCHE7,MONTO7,SALDO7,PRECIO7,DESCUENTO TOTAL7,TC PREVENTA,TC TERMINADO,PRECIO DE LISTA / PRICE LIST MXN,DESCUENTO / DISCOUNT % MXN,DESCUENTO / DISCOUNT $ MXN,PRECIO FINAL / FINAL PRICE MXN,TC CAD,PRECIO DE LISTA / PRICE LIST CAD,DESCUENTO / DISCOUNT % CAD,DESCUENTO / DISCOUNT $ CAD,PRECIO FINAL / FINAL PRICE CAD,,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,,,BAJA ,MEDIO ,ALTA ,FIESTAS ,,,BAJA ,MEDIO ,ALTA,FIESTAS ,,INGRESO BRUTO,30% ADMIN,GASTOS GENERALES,MANTENIMIENTO,PREDIAL,RETORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_e0ce589d00b54d3a9bdf7c24878513e1~mv2.jpg,NATAL,D 109,2 RECAMARAS,81,867,289900,28%,81172,208728,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,62618,20873,20873,104364,208728,81172,Forma de pago / Payment plan 2,50%,104364,20873,20873,62618,208728,81172,Forma de pago / Payment plan 3,80%,166982,41746,208728,81172,,,,,,,,,,,,,,,22,,6377800,1785784,0,4592016,15,439848,28%,123158,316691,,NATAL,D 109,2 RECAMARAS,81,867,"$289,900",28%,"$81,172","$208,728",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$3,888.00",$208.73,6.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_02f46b0c6c844b10815f66da76880e62~mv2.jpg,NATAL,D 203,2 RECAMARAS,81,867,289900,28%,81172,208728,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,62618,20873,20873,104364,208728,81172,Forma de pago / Payment plan 2,50%,104364,20873,20873,62618,208728,81172,Forma de pago / Payment plan 3,80%,166982,41746,208728,81172,,,,,,,,,,,,,,,22,,6377800,1785784,0,4592016,15,439848,28%,123158,316691,,NATAL,D 203,2 RECAMARAS,81,867,"$289,900",28%,"$81,172","$208,728",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$3,888.00",$208.73,6.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_209d959c45014fbb978bbfc2da5e838b~mv2.jpg,NATAL,D 208,2 RECAMARAS,81,867,289900,28%,81172,208728,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,62618,20873,20873,104364,208728,81172,Forma de pago / Payment plan 2,50%,104364,20873,20873,62618,208728,81172,Forma de pago / Payment plan 3,80%,166982,41746,208728,81172,,,,,,,,,,,,,,,22,,6377800,1785784,0,4592016,15,439848,28%,123158,316691,,NATAL,D 208,2 RECAMARAS,81,867,"$289,900",28%,"$81,172","$208,728",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$3,888.00",$208.73,6.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_d20257be9ab5451aa0f007d73702aaac~mv2.jpg,NATAL,D 209,2 RECAMARAS,81,867,289900,28%,81172,208728,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,62618,20873,20873,104364,208728,81172,Forma de pago / Payment plan 2,50%,104364,20873,20873,62618,208728,81172,Forma de pago / Payment plan 3,80%,166982,41746,208728,81172,,,,,,,,,,,,,,,22,,6377800,1785784,0,4592016,15,439848,28%,123158,316691,,NATAL,D 209,2 RECAMARAS,81,867,"$289,900",28%,"$81,172","$208,728",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$3,888.00",$208.73,6.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_934894c536cc4f2fa01a9d3663aacd7b~mv2.jpg,NATAL,D 210,2 RECAMARAS,81,867,289900,28%,81172,208728,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,62618,20873,20873,104364,208728,81172,Forma de pago / Payment plan 2,50%,104364,20873,20873,62618,208728,81172,Forma de pago / Payment plan 3,80%,166982,41746,208728,81172,,,,,,,,,,,,,,,22,,6377800,1785784,0,4592016,15,439848,28%,123158,316691,,NATAL,D 210,2 RECAMARAS,81,867,"$289,900",28%,"$81,172","$208,728",,,,,,,,,$108,$120,$150,$200,,"$28,389.50","$8,516.85","$3,000.00","$3,888.00",$208.73,6.12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TULUM,https://static.wixstatic.com/media/5ed051_a8cd43216b1b41568c0bce77612f0967~mv2.jpg,NATAL,D 5,2 RECAMARAS,100,1076,361513,28%,101224,260289,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,78087,26029,26029,130145,260289,101224,Forma de pago / Payment plan 2,50%,130145,26029,26029,78087,260289,101224,Forma de pago / Payment plan 3,80%,208231,52058,260289,101224,,,,,,,,,,,,,,,22,,7953286,2226920,0,5726366,15,548502,28%,153581,394922,,NATAL,D 5,2 RECAMARAS,100,1076,"$361,513",28%,"$101,224","$260,289",,,,,,,,,$130,$150,$180,$220,,"$33,910.00","$10,173.00","$3,000.00","$4,800.00",$260.29,6.02%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_ae3ee389da484a17a2244b9525daa637~mv2.jpg,SAINT MARINE,103,3 RECAMARAS,184,1980,1182336,10%,118234,1064102,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,319231,106410,106410,532051,1064102,,Forma de pago / Payment plan 2,50%,508404,101681,101681,305043,1016809,47293,Forma de pago / Payment plan 3,80%,808718,202179,1010897,59117,,,,,,,,,,50%,532051,532051,1042820,21282,22,,26011392,2601139,0,23410253,15,1793889,10%,179389,1614500,,SAINT MARINE,103,3 RECAMARAS,184,1980,"$1,182,336",10%,"$118,234","$1,064,102",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$9,273.60","$1,064.10",6.61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_247c39b5d71e48579f4e70fd0ce745a3~mv2.jpg,SAINT MARINE,104,3 RECAMARAS,201,2163,1291584,10%,129158,1162426,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,348728,116243,116243,581213,1162426,,Forma de pago / Payment plan 2,50%,555381,111076,111076,333229,1110762,51663,Forma de pago / Payment plan 3,80%,883443,220861,1104304,64579,,,,,,,,,,50%,581213,581213,1139177,23249,22,,28414848,2841485,0,25573363,15,1959645,10%,195964,1763680,,SAINT MARINE,104,3 RECAMARAS,201,2163,"$1,291,584",10%,"$129,158","$1,162,426",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$10,130.40","$1,162.43",5.97%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_4f23d6aaac314b628a1a15c1483b93a6~mv2.jpg,SAINT MARINE,201,3 RECAMARAS,153,1646,982400,10%,98240,884160,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,265248,88416,88416,442080,884160,,Forma de pago / Payment plan 2,50%,422432,84486,84486,253459,844864,39296,Forma de pago / Payment plan 3,80%,671962,167990,839952,49120,,,,,,,,,,50%,442080,442080,866477,17683,22,,21612800,2161280,0,19451520,15,1490538,10%,149054,1341484,,SAINT MARINE,201,3 RECAMARAS,153,1646,"$982,400",10%,"$98,240","$884,160",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$7,711.20",$884.16,8.15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_b0c23335d8044acb88d0c34b7c7968cb~mv2.jpg,SAINT MARINE,202,3 RECAMARAS,196,2109,1254464,10%,125446,1129018,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,338705,112902,112902,564509,1129018,,Forma de pago / Payment plan 2,50%,539420,107884,107884,323652,1078839,50179,Forma de pago / Payment plan 3,80%,858053,214513,1072567,62723,,,,,,,,,,50%,564509,564509,1106437,22580,22,,27598208,2759821,0,24838387,15,1903325,10%,190332,1712992,,SAINT MARINE,202,3 RECAMARAS,196,2109,"$1,254,464",10%,"$125,446","$1,129,018",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$9,878.40","$1,129.02",6.17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_d65c5f97ea924705880cf78e4c0b091f~mv2.jpg,SAINT MARINE,203,3 RECAMARAS,181,1948,1146474,10%,114647,1031827,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,309548,103183,103183,515913,1031827,,Forma de pago / Payment plan 2,50%,492984,98597,98597,295790,985968,45859,Forma de pago / Payment plan 3,80%,784188,196047,980235,57324,,,,,,,,,,50%,515913,515913,1011190,20637,22,,25222428,2522243,0,22700185,15,1739478,10%,173948,1565530,,SAINT MARINE,203,3 RECAMARAS,181,1948,"$1,146,474",10%,"$114,647","$1,031,827",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$9,122.40","$1,031.83",6.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_68bb2c329a9b460389db4392adf25c2d~mv2.jpg,SAINT MARINE,204,3 RECAMARAS,187,2012,1182069,10%,118207,1063862,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,319159,106386,106386,531931,1063862,,Forma de pago / Payment plan 2,50%,508290,101658,101658,304974,1016579,47283,Forma de pago / Payment plan 3,80%,808535,202134,1010669,59103,,,,,,,,,,50%,531931,531931,1042585,21277,22,,26005518,2600552,0,23404966,15,1793484,10%,179348,1614136,,SAINT MARINE,204,3 RECAMARAS,187,2012,"$1,182,069",10%,"$118,207","$1,063,862",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$9,424.80","$1,063.86",6.60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_893a3f8fcf0d4471bf1a516a77eb63d2~mv2.jpg,SAINT MARINE,301,3 RECAMARAS,153,1646,1030154,10%,103015,927139,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,278142,92714,92714,463569,927139,,Forma de pago / Payment plan 2,50%,442966,88593,88593,265780,885932,41206,Forma de pago / Payment plan 3,80%,704625,176156,880782,51508,,,,,,,,,,50%,463569,463569,908596,18543,22,,22663388,2266339,0,20397049,15,1562992,10%,156299,1406693,,SAINT MARINE,301,3 RECAMARAS,153,1646,"$1,030,154",10%,"$103,015","$927,139",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$7,711.20",$927.14,7.77%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_831810e21a1647ff9c94c9cefd57da99~mv2.jpg,SAINT MARINE,302,3 RECAMARAS,168,1808,1125331,10%,112533,1012798,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,303839,101280,101280,506399,1012798,,Forma de pago / Payment plan 2,50%,483892,96778,96778,290335,967785,45013,Forma de pago / Payment plan 3,80%,769726,192432,962158,56267,,,,,,,,,,50%,506399,506399,992542,20256,22,,24757282,2475728,0,22281554,15,1707399,10%,170740,1536659,,SAINT MARINE,302,3 RECAMARAS,168,1808,"$1,125,331",10%,"$112,533","$1,012,798",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$8,467.20","$1,012.80",7.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_48a30179ac444b6a8246b8041254d973~mv2.jpg,SAINT MARINE,303,3 RECAMARAS,181,1948,1196321,10%,119632,1076689,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,323007,107669,107669,538344,1076689,,Forma de pago / Payment plan 2,50%,514418,102884,102884,308651,1028836,47853,Forma de pago / Payment plan 3,80%,818284,204571,1022854,59816,,,,,,,,,,50%,538344,538344,1055155,21534,22,,26319062,2631906,0,23687156,15,1815108,10%,181511,1633597,,SAINT MARINE,303,3 RECAMARAS,181,1948,"$1,196,321",10%,"$119,632","$1,076,689",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$9,122.40","$1,076.69",6.55%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_508827a83c824217bac968ec08a7c300~mv2.jpg,SAINT MARINE,304,3 RECAMARAS,188,2023,1234736,10%,123474,1111262,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,333379,111126,111126,555631,1111262,,Forma de pago / Payment plan 2,50%,530936,106187,106187,318562,1061873,49389,Forma de pago / Payment plan 3,80%,844559,211140,1055699,61737,,,,,,,,,,50%,555631,555631,1089037,22225,22,,27164192,2716419,0,24447773,15,1873393,10%,187339,1686053,,SAINT MARINE,304,3 RECAMARAS,188,2023,"$1,234,736",10%,"$123,474","$1,111,262",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$9,475.20","$1,111.26",6.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_c8526e7cfcfc4534be21cb0fa20b5aba~mv2.jpg,SAINT MARINE,305,3 RECAMARAS,194,2088,1716640,10%,171664,1544976,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,463493,154498,154498,772488,1544976,,Forma de pago / Payment plan 2,50%,738155,147631,147631,442893,1476310,68666,Forma de pago / Payment plan 3,80%,1174182,293545,1467727,85832,,,,,,,,,,50%,772488,772488,1514076,30900,22,,37766080,3776608,0,33989472,15,2604557,10%,260456,2344102,,SAINT MARINE,305,3 RECAMARAS,194,2088,"$1,716,640",10%,"$171,664","$1,544,976",,,$350,$550,$650,$750,,,,,,,,"$131,052.50","$39,315.75","$3,000.00","$9,777.60","$1,544.98",5.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_242aee26740245709f34a51f80892da9~mv2.jpg,SAINT MARINE,401,3 RECAMARAS,153,1646,1080449,10%,108045,972404,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,291721,97240,97240,486202,972404,,Forma de pago / Payment plan 2,50%,464593,92919,92919,278756,929186,43218,Forma de pago / Payment plan 3,80%,739027,184757,923784,54022,,,,,,,,,,50%,486202,486202,952956,19448,22,,23769878,2376988,0,21392890,15,1639302,10%,163930,1475372,,SAINT MARINE,401,3 RECAMARAS,153,1646,"$1,080,449",10%,"$108,045","$972,404",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$7,711.20",$972.40,7.40%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_560ad10b0b274ca696fa5734b47a8b98~mv2.jpg,SAINT MARINE,402,3 RECAMARAS,160,1722,1127683,10%,112768,1014915,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,304474,101491,101491,507457,1014915,,Forma de pago / Payment plan 2,50%,484904,96981,96981,290942,969807,45107,Forma de pago / Payment plan 3,80%,771335,192834,964169,56384,,,,,,,,,,50%,507457,507457,994616,20298,22,,24809026,2480903,0,22328123,15,1710967,10%,171097,1539871,,SAINT MARINE,402,3 RECAMARAS,160,1722,"$1,127,683",10%,"$112,768","$1,014,915",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$8,064.00","$1,014.91",7.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_dfe9e19fc2e64e0fa124e0c43c1a19fa~mv2.jpg,SAINT MARINE,404,3 RECAMARAS,188,2023,1284758,10%,128476,1156282,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,346885,115628,115628,578141,1156282,,Forma de pago / Payment plan 2,50%,552446,110489,110489,331468,1104892,51390,Forma de pago / Payment plan 3,80%,878774,219694,1098468,64238,,,,,,,,,,50%,578141,578141,1133157,23126,22,,28264676,2826468,0,25438208,15,1949288,10%,194929,1754359,,SAINT MARINE,404,3 RECAMARAS,188,2023,"$1,284,758",10%,"$128,476","$1,156,282",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$9,475.20","$1,156.28",6.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_4e3a150653d14ec780b3c0dd1e271fa8~mv2.jpg,SAINT MARINE,501,3 RECAMARAS,153,1646,1129804,10%,112980,1016824,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,305047,101682,101682,508412,1016824,,Forma de pago / Payment plan 2,50%,485816,97163,97163,291489,971631,45192,Forma de pago / Payment plan 3,80%,772786,193196,965982,56490,,,,,,,,,,50%,508412,508412,996487,20336,22,,24855688,2485569,0,22370119,15,1714185,10%,171419,1542767,,SAINT MARINE,501,3 RECAMARAS,153,1646,"$1,129,804",10%,"$112,980","$1,016,824",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$7,711.20","$1,016.82",7.08%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_18b3bb04b6174a83ab5f9d1a85616521~mv2.jpg,SAINT MARINE,502,3 RECAMARAS,170,1829,1240512,10%,124051,1116461,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,334938,111646,111646,558230,1116461,,Forma de pago / Payment plan 2,50%,533420,106684,106684,320052,1066840,49620,Forma de pago / Payment plan 3,80%,848510,212128,1060638,62026,,,,,,,,,,50%,558230,558230,1094132,22329,22,,27291264,2729126,0,24562138,15,1882156,10%,188216,1693941,,SAINT MARINE,502,3 RECAMARAS,170,1829,"$1,240,512",10%,"$124,051","$1,116,461",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$8,568.00","$1,116.46",6.36%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_b1a292091dfd4b27b5e9b2c8d1a5a7a7~mv2.jpg,SAINT MARINE,503,3 RECAMARAS,181,1948,1296426,10%,129643,1166783,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,350035,116678,116678,583392,1166783,,Forma de pago / Payment plan 2,50%,557463,111493,111493,334478,1114926,51857,Forma de pago / Payment plan 3,80%,886755,221689,1108444,64821,,,,,,,,,,50%,583392,583392,1143448,23336,22,,28521372,2852137,0,25669235,15,1966991,10%,196699,1770292,,SAINT MARINE,503,3 RECAMARAS,181,1948,"$1,296,426",10%,"$129,643","$1,166,783",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$9,122.40","$1,166.78",6.03%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_414c678b5f1947f78117033f9ddf510b~mv2.jpg,SAINT MARINE,504,3 RECAMARAS,187,2012,1333785,10%,133379,1200407,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,360122,120041,120041,600203,1200407,,Forma de pago / Payment plan 2,50%,573528,114706,114706,344117,1147055,53351,Forma de pago / Payment plan 3,80%,912309,228077,1140386,66689,,,,,,,,,,50%,600203,600203,1176398,24008,22,,29343270,2934327,0,26408943,15,2023674,10%,202367,1821306,,SAINT MARINE,504,3 RECAMARAS,187,2012,"$1,333,785",10%,"$133,379","$1,200,407",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$9,424.80","$1,200.41",5.84%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_45bdfdf28b7b4670a6a6307d6f6ae30b~mv2.jpg,SAINT MARINE,601,3 RECAMARAS,364,3918,2329664,10%,232966,2096698,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,629009,209670,209670,1048349,2096698,,Forma de pago / Payment plan 2,50%,1001756,200351,200351,601053,2003511,93187,Forma de pago / Payment plan 3,80%,1593490,398373,1991863,116483,,,,,,,,,,50%,1048349,1048349,2054764,41934,22,,51252608,5125261,0,46127347,15,3534663,10%,353466,3181196,,SAINT MARINE,601,3 RECAMARAS,364,3918,"$2,329,664",10%,"$232,966","$2,096,698",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$18,345.60","$2,096.70",2.87%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_0716c788542343de843a5bee0fe457c6~mv2.jpg,SAINT MARINE,602,3 RECAMARAS,377,4057,2413888,10%,241389,2172499,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,651750,217250,217250,1086250,2172499,,Forma de pago / Payment plan 2,50%,1037972,207594,207594,622783,2075944,96556,Forma de pago / Payment plan 3,80%,1651099,412775,2063874,120694,,,,,,,,,,50%,1086250,1086250,2129049,43450,22,,53105536,5310554,0,47794982,15,3662451,10%,366245,3296206,,SAINT MARINE,602,3 RECAMARAS,377,4057,"$2,413,888",10%,"$241,389","$2,172,499",,,$300,$500,$600,$700,,,,,,,,"$119,535.00","$35,860.50","$3,000.00","$19,000.80","$2,172.50",2.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_47f5d590e2cd412aad99fbf32142b2fb~mv2.jpg,SAINT MARINE,603,4 RECAMARAS,306,3293,1960704,10%,196070,1764634,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,529390,176463,176463,882317,1764634,,Forma de pago / Payment plan 2,50%,843103,168621,168621,505862,1686205,78428,Forma de pago / Payment plan 3,80%,1341122,335280,1676402,98035,,,,,,,,,,50%,882317,882317,1729341,35293,22,,43135488,4313549,0,38821939,15,2974861,10%,297486,2677375,,SAINT MARINE,603,4 RECAMARAS,306,3293,"$1,960,704",10%,"$196,070","$1,764,634",,,$350,$550,$650,$750,,,,,,,,"$131,052.50","$39,315.75","$3,000.00","$15,422.40","$1,764.63",4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_fdce0d2aa3774863b4f144eb502404a3~mv2.jpg,SAINT MARINE,604,4 RECAMARAS,346,3724,2216384,10%,221638,1994746,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,598424,199475,199475,997373,1994746,,Forma de pago / Payment plan 2,50%,953045,190609,190609,571827,1906090,88655,Forma de pago / Payment plan 3,80%,1516007,379002,1895008,110819,,,,,,,,,,50%,997373,997373,1954851,39895,22,,48760448,4876045,0,43884403,15,3362790,10%,336279,3026511,,SAINT MARINE,604,4 RECAMARAS,346,3724,"$2,216,384",10%,"$221,638","$1,994,746",,,$350,$550,$650,$750,,,,,,,,"$131,052.50","$39,315.75","$3,000.00","$17,438.40","$1,994.75",3.47%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_a34a01a2e48945f7a7673f2c9ea72b62~mv2.jpg,SAINT MARINE,605,3 RECAMARAS,194,2093,1912230,10%,191223,1721007,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,516302,172101,172101,860503,1721007,,Forma de pago / Payment plan 2,50%,822259,164452,164452,493355,1644518,76489,Forma de pago / Payment plan 3,80%,1307965,326991,1634957,95611,,,,,,,,,,,,,,,22,,42069058,4206906,0,37862152,15,2901314,10%,290131,2611183,,SAINT MARINE,605,3 RECAMARAS,194,2093,"$1,912,230",10%,"$191,223","$1,721,007",,,$350,$550,$650,$750,,,,,,,,"$131,052.50","$39,315.75","$3,000.00","$9,777.60","$1,721.01",4.49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_7337738ebd084058b1cddec465edaac4~mv2.jpg,SERENADA,108,2 RECAMARAS,95,1027,524895,24%,125975,398920,💰 Cotizar,Forma de pago / Payment plan 1,30%,119676,279244,398920,125975,Forma de pago / Payment plan 2,50%,199460,199460,398920,125975,Forma de pago / Payment plan 3,80%,319136,79784,398920,125975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,11022795,2645471,0,8377324,15,760193,24%,182446,577746,,SERENADA,108,2 RECAMARAS,95,1027,"$524,895",24%,"$125,975","$398,920",,,$135,$165,$210,$350,,,,,,,,"$44,049.00","$13,214.70","$3,000.00","$3,109.71",$398.92,6.10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
